author,pronoun,verb
Clare,I,plod
Clare,I,fled
Clare,I,know
Clare,I,am
Clare,I,was
Clare,I,know
Clare,I,am
Clare,I,love
Clare,I,love
Clare,I,love
Clare,I,see
Clare,I,envied
Clare,I,traced
Clare,I,envy
Clare,I,love
Clare,I,love
Clare,I,like
Clare,I,love
Clare,I,love
Clare,I,love
Clare,I,remember
Clare,I,think
Clare,I,see
Clare,I,forget
